Hour,Wind speed (m/s)_clipped,Visibility (10m)_clipped,Dew point temperature(°C)_clipped,Solar Radiation (MJ/m2)_clipped,Rainfall(mm)_clipped,Snowfall (cm)_clipped,Seasons,Holiday,Functioning Day,month,day
3,1.6,2000,7.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
4,1.5,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
5,1.4,2000,6.8,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
6,1.2,2000,6.9,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
7,1.5,2000,7.2,0.03,0.0,0.0,Autumn,No Holiday,No,September,28
8,1.7,2000,6.9,0.29,0.0,0.0,Autumn,No Holiday,No,September,28
9,1.2,2000,6.0,0.66,0.0,0.0,Autumn,No Holiday,No,September,28
10,1.3,1989,7.1,0.81,0.0,0.0,Autumn,No Holiday,No,September,28
11,1.4,2000,8.4,0.73,0.0,0.0,Autumn,No Holiday,No,September,28
12,1.2,2000,8.9,0.98,0.0,0.0,Autumn,No Holiday,No,September,28
13,1.4,2000,9.2,0.76,0.0,0.0,Autumn,No Holiday,No,September,28
14,1.4,2000,9.5,0.68,0.0,0.0,Autumn,No Holiday,No,September,28
15,1.3,2000,10.1,1.15,0.0,0.0,Autumn,No Holiday,No,September,28
16,1.2,1995,9.7,1.67,0.0,0.0,Autumn,No Holiday,No,September,28
17,1.1,2000,11.4,0.79,0.0,0.0,Autumn,No Holiday,No,September,28
18,1.7,2000,11.3,0.2,0.0,0.0,Autumn,No Holiday,No,September,28
19,0.8,2000,11.5,0.01,0.0,0.0,Autumn,No Holiday,No,September,28
20,0.7,2000,11.7,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
21,1.1,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
22,1.0,2000,11.5,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
23,1.0,2000,10.8,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
0,1.0,2000,10.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
1,0.9,2000,10.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
2,1.1,2000,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
3,1.0,2000,10.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
4,0.9,2000,10.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
5,0.5,2000,10.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
6,1.0,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
7,0.8,2000,10.5,0.02,0.0,0.0,Autumn,No Holiday,Yes,September,29
8,1.2,2000,9.1,0.54,0.0,0.0,Autumn,No Holiday,Yes,September,29
9,1.4,1958,9.8,1.24,0.0,0.0,Autumn,No Holiday,Yes,September,29
10,1.5,2000,10.5,1.88,0.0,0.0,Autumn,No Holiday,Yes,September,29
11,1.3,2000,11.3,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,29
12,1.7,2000,10.8,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,29
13,1.4,2000,10.3,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,29
14,1.8,2000,8.6,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,29
15,1.4,2000,8.9,2.25,0.0,0.0,Autumn,No Holiday,Yes,September,29
16,1.3,2000,9.4,1.69,0.0,0.0,Autumn,No Holiday,Yes,September,29
17,1.0,2000,7.8,1.03,0.0,0.0,Autumn,No Holiday,Yes,September,29
18,0.5,2000,10.6,0.33,0.0,0.0,Autumn,No Holiday,Yes,September,29
19,0.4,2000,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
20,0.1,2000,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
21,1.2,2000,10.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
22,0.5,2000,10.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
23,0.7,2000,10.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,29
0,0.2,2000,10.2,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
1,0.5,2000,11.0,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
2,0.7,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
3,0.9,2000,11.4,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
4,0.3,2000,11.7,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
5,0.4,2000,12.2,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
6,0.4,2000,12.0,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
7,0.8,1939,11.8,0.03,0.0,0.0,Autumn,No Holiday,No,September,30
8,1.1,2000,10.4,0.54,0.0,0.0,Autumn,No Holiday,No,September,30
9,0.5,1847,11.0,1.0,0.0,0.0,Autumn,No Holiday,No,September,30
10,1.3,1679,13.1,1.41,0.0,0.0,Autumn,No Holiday,No,September,30
11,2.8,1195,12.9,1.25,0.0,0.0,Autumn,No Holiday,No,September,30
12,3.1,1665,9.0,2.0,0.0,0.0,Autumn,No Holiday,No,September,30
13,4.3999999999999995,1954,7.6,2.325,0.0,0.0,Autumn,No Holiday,No,September,30
14,4.3999999999999995,1999,3.7,2.325,0.0,0.0,Autumn,No Holiday,No,September,30
15,3.8,2000,3.9,2.31,0.0,0.0,Autumn,No Holiday,No,September,30
16,3.2,2000,1.9,1.77,0.0,0.0,Autumn,No Holiday,No,September,30
17,3.2,2000,2.6,1.06,0.0,0.0,Autumn,No Holiday,No,September,30
18,3.3,2000,2.1,0.36,0.0,0.0,Autumn,No Holiday,No,September,30
19,2.9,2000,1.4,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
20,2.9,2000,2.0,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
21,3.0,2000,1.6,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
22,2.2,2000,3.0,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
23,2.1,2000,4.6,0.0,0.0,0.0,Autumn,No Holiday,No,September,30
0,2.6,2000,5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
1,2.0,2000,5.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
2,2.4,2000,5.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
3,1.6,2000,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
4,1.9,2000,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
5,1.8,1999,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
6,2.3,2000,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
7,2.1,1997,5.0,0.03,0.0,0.0,Autumn,No Holiday,Yes,October,1
8,2.4,1960,4.5,0.39,0.0,0.0,Autumn,No Holiday,Yes,October,1
9,3.4,1989,4.5,1.08,0.0,0.0,Autumn,No Holiday,Yes,October,1
10,3.6,1815,4.9,1.93,0.0,0.0,Autumn,No Holiday,Yes,October,1
11,4.3999999999999995,1966,4.9,2.04,0.0,0.0,Autumn,No Holiday,Yes,October,1
12,3.5,1958,4.5,2.28,0.0,0.0,Autumn,No Holiday,Yes,October,1
13,4.3999999999999995,2000,6.7,1.89,0.0,0.0,Autumn,No Holiday,Yes,October,1
14,3.5,1986,3.8,2.28,0.0,0.0,Autumn,No Holiday,Yes,October,1
15,3.8,1983,5.0,1.96,0.0,0.0,Autumn,No Holiday,Yes,October,1
16,3.4,2000,6.2,0.81,0.0,0.0,Autumn,No Holiday,Yes,October,1
17,2.9,2000,7.5,0.25,0.0,0.0,Autumn,No Holiday,Yes,October,1
18,2.9,2000,9.0,0.16,0.0,0.0,Autumn,No Holiday,Yes,October,1
19,2.2,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
20,2.1,2000,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
21,4.0,2000,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
22,0.5,2000,8.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
23,3.7,2000,7.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,1
0,1.8,1987,8.0,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
1,1.9,1992,7.9,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
2,1.6,1840,7.9,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
3,0.3,1843,8.0,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
4,0.3,1236,7.8,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
5,0.3,1778,7.8,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
6,0.0,1798,7.4,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
7,0.3,1956,7.2,0.02,0.0,0.0,Autumn,No Holiday,No,October,2
8,0.9,1714,5.7,0.49,0.0,0.0,Autumn,No Holiday,No,October,2
9,1.6,1427,7.6,1.11,0.0,0.0,Autumn,No Holiday,No,October,2
10,2.4,1554,8.3,1.81,0.0,0.0,Autumn,No Holiday,No,October,2
11,3.0,1878,5.8,2.325,0.0,0.0,Autumn,No Holiday,No,October,2
12,3.1,1956,5.7,2.325,0.0,0.0,Autumn,No Holiday,No,October,2
13,2.6,1776,4.8,2.325,0.0,0.0,Autumn,No Holiday,No,October,2
14,2.5,1691,6.9,2.325,0.0,0.0,Autumn,No Holiday,No,October,2
15,2.6,1913,6.8,2.22,0.0,0.0,Autumn,No Holiday,No,October,2
16,3.2,1929,5.9,1.64,0.0,0.0,Autumn,No Holiday,No,October,2
17,2.4,2000,7.0,0.98,0.0,0.0,Autumn,No Holiday,No,October,2
18,2.2,2000,7.9,0.28,0.0,0.0,Autumn,No Holiday,No,October,2
19,1.7,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
20,2.0,2000,9.4,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
21,1.5,2000,9.6,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
22,0.8,1987,9.8,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
23,0.1,1994,8.9,0.0,0.0,0.0,Autumn,No Holiday,No,October,2
0,0.4,2000,9.9,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
1,0.5,2000,9.4,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
2,1.2,1972,9.2,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
3,0.6,1907,8.8,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
4,1.2,1834,8.7,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
5,1.1,1878,8.8,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
6,0.3,1742,8.7,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
7,0.3,1593,8.7,0.02,0.0,0.0,Autumn,Holiday,Yes,October,3
8,1.0,1649,7.1,0.49,0.0,0.0,Autumn,Holiday,Yes,October,3
9,0.7,1340,6.9,1.21,0.0,0.0,Autumn,Holiday,Yes,October,3
10,0.7,1406,7.6,1.83,0.0,0.0,Autumn,Holiday,Yes,October,3
11,1.6,1409,8.2,2.29,0.0,0.0,Autumn,Holiday,Yes,October,3
12,1.4,1973,7.2,2.325,0.0,0.0,Autumn,Holiday,Yes,October,3
13,2.6,1854,8.2,2.325,0.0,0.0,Autumn,Holiday,Yes,October,3
14,1.6,1972,7.0,2.325,0.0,0.0,Autumn,Holiday,Yes,October,3
15,2.0,1996,7.2,2.14,0.0,0.0,Autumn,Holiday,Yes,October,3
16,2.7,2000,7.1,1.62,0.0,0.0,Autumn,Holiday,Yes,October,3
17,1.7,1960,7.3,0.95,0.0,0.0,Autumn,Holiday,Yes,October,3
18,1.8,2000,8.3,0.26,0.0,0.0,Autumn,Holiday,Yes,October,3
19,1.5,2000,8.9,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
20,1.5,2000,9.3,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
21,1.6,2000,9.4,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
22,0.2,2000,9.8,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
23,0.6,2000,9.0,0.0,0.0,0.0,Autumn,Holiday,Yes,October,3
0,0.8,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
1,0.6,2000,9.0,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
2,0.5,1992,9.2,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
3,0.8,1960,9.2,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
4,0.4,1792,8.9,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
5,0.9,1857,8.4,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
6,1.1,1900,8.4,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
7,0.8,1780,8.8,0.01,0.0,0.0,Autumn,No Holiday,No,October,4
8,0.9,1912,8.0,0.34,0.0,0.0,Autumn,No Holiday,No,October,4
9,1.8,1821,8.3,1.22,0.0,0.0,Autumn,No Holiday,No,October,4
10,1.7,1980,8.0,1.73,0.0,0.0,Autumn,No Holiday,No,October,4
11,1.9,1963,7.5,2.325,0.0,0.0,Autumn,No Holiday,No,October,4
12,1.7,1990,8.0,2.325,0.0,0.0,Autumn,No Holiday,No,October,4
13,1.4,2000,8.6,1.72,0.0,0.0,Autumn,No Holiday,No,October,4
14,1.7,2000,9.4,2.18,0.0,0.0,Autumn,No Holiday,No,October,4
15,1.6,2000,10.3,1.88,0.0,0.0,Autumn,No Holiday,No,October,4
16,1.0,2000,10.9,1.22,0.0,0.0,Autumn,No Holiday,No,October,4
17,1.5,2000,11.1,0.58,0.0,0.0,Autumn,No Holiday,No,October,4
18,1.3,2000,11.4,0.2,0.0,0.0,Autumn,No Holiday,No,October,4
19,1.4,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
20,1.8,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
21,2.0,2000,11.6,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
22,1.6,2000,11.8,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
23,1.7,2000,11.9,0.0,0.0,0.0,Autumn,No Holiday,No,October,4
0,1.9,2000,12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
1,1.7,2000,12.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
2,2.0,2000,11.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
3,1.8,2000,10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
4,1.3,2000,9.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
5,1.1,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
6,1.5,2000,8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
7,1.3,2000,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
8,1.3,2000,11.8,0.04,0.0,0.0,Autumn,No Holiday,Yes,October,5
9,1.8,942,13.7,0.13,0.0,0.0,Autumn,No Holiday,Yes,October,5
10,1.8,742,13.9,0.18,0.0,0.0,Autumn,No Holiday,Yes,October,5
11,2.4,1112,14.2,0.4,0.0,0.0,Autumn,No Holiday,Yes,October,5
12,1.7,518,14.9,0.51,0.0,0.0,Autumn,No Holiday,Yes,October,5
13,1.6,325,16.0,0.48,0.0,0.0,Autumn,No Holiday,Yes,October,5
14,1.6,553,16.3,0.48,0.0,0.0,Autumn,No Holiday,Yes,October,5
15,0.6,213,16.5,0.26,0.0,0.0,Autumn,No Holiday,Yes,October,5
16,1.7,382,16.6,0.15,0.0,0.0,Autumn,No Holiday,Yes,October,5
17,2.1,728,16.4,0.08,0.0,0.0,Autumn,No Holiday,Yes,October,5
18,1.6,1461,16.0,0.03,0.0,0.0,Autumn,No Holiday,Yes,October,5
19,2.4,1072,15.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
20,2.7,1047,15.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
21,2.2,963,15.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
22,2.6,1771,14.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
23,1.8,1811,14.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,5
0,1.8,1744,15.4,0.0,0.0,0.0,Autumn,No Holiday,No,October,6
1,2.4,1814,14.8,0.0,0.0,0.0,Autumn,No Holiday,No,October,6
2,2.5,2000,14.8,0.0,0.0,0.0,Autumn,No Holiday,No,October,6
3,3.3,1601,15.1,0.0,0.0,0.0,Autumn,No Holiday,No,October,6
4,2.7,1577,15.0,0.0,0.0,0.0,Autumn,No Holiday,No,October,6
5,2.8,360,15.5,0.0,0.0,0.0,Autumn,No Holiday,No,October,6
6,2.3,417,15.8,0.0,0.0,0.0,Autumn,No Holiday,No,October,6
7,2.3,364,16.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,6
8,2.0,457,16.1,0.01,0.0,0.0,Autumn,No Holiday,Yes,October,6
9,2.9,550,16.2,0.05,0.0,0.0,Autumn,No Holiday,Yes,October,6
10,1.5,676,16.5,0.15,0.0,0.0,Autumn,No Holiday,Yes,October,6
11,2.0,1214,16.6,0.35,0.0,0.0,Autumn,No Holiday,Yes,October,6
12,2.9,1999,16.6,0.45,0.0,0.0,Autumn,No Holiday,Yes,October,6
13,4.3999999999999995,2000,15.8,0.62,0.0,0.0,Autumn,No Holiday,Yes,October,6
14,3.6,2000,15.5,1.36,0.0,0.0,Autumn,No Holiday,Yes,October,6
15,4.1,2000,14.6,2.05,0.0,0.0,Autumn,No Holiday,Yes,October,6
16,3.4,2000,13.9,1.26,0.0,0.0,Autumn,No Holiday,Yes,October,6
17,1.2,2000,14.0,0.4,0.0,0.0,Autumn,No Holiday,Yes,October,6
18,1.2,2000,13.9,0.16,0.0,0.0,Autumn,No Holiday,Yes,October,6
19,0.6,2000,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,6
20,0.8,2000,13.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,6
21,0.1,2000,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,6
22,0.3,2000,13.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,6
23,0.9,2000,14.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,6
0,0.3,2000,13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
1,1.2,2000,14.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
2,0.4,2000,13.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
3,1.7,1998,13.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
4,1.2,850,13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
5,1.1,1615,13.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
6,0.2,1490,12.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
7,0.6,1165,12.5,0.03,0.0,0.0,Autumn,No Holiday,Yes,October,7
8,1.0,1896,9.3,0.43,0.0,0.0,Autumn,No Holiday,Yes,October,7
9,1.9,1899,8.4,1.16,0.0,0.0,Autumn,No Holiday,Yes,October,7
10,2.6,1720,9.1,1.79,0.0,0.0,Autumn,No Holiday,Yes,October,7
11,2.4,1802,10.1,2.15,0.0,0.0,Autumn,No Holiday,Yes,October,7
12,2.5,1837,7.8,2.3,0.0,0.0,Autumn,No Holiday,Yes,October,7
13,3.0,1963,6.4,2.325,0.0,0.0,Autumn,No Holiday,Yes,October,7
14,2.8,1832,6.8,1.87,0.0,0.0,Autumn,No Holiday,Yes,October,7
15,2.8,2000,4.8,1.56,0.0,0.0,Autumn,No Holiday,Yes,October,7
16,2.0,2000,4.2,1.23,0.0,0.0,Autumn,No Holiday,Yes,October,7
17,3.2,2000,2.2,0.63,0.0,0.0,Autumn,No Holiday,Yes,October,7
18,2.8,2000,-0.4,0.16,0.0,0.0,Autumn,No Holiday,Yes,October,7
19,1.4,2000,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
20,1.9,2000,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
21,1.0,2000,-0.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
22,1.5,2000,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
23,1.5,2000,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,7
0,0.8,2000,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
1,1.1,2000,2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
2,1.4,2000,2.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
3,0.5,2000,3.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
4,0.6,2000,3.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
5,0.5,2000,3.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
6,0.9,2000,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
7,1.0,2000,4.4,0.01,0.0,0.0,Autumn,No Holiday,Yes,October,8
8,1.2,2000,3.8,0.35,0.0,0.0,Autumn,No Holiday,Yes,October,8
9,0.7,1918,2.3,1.02,0.0,0.0,Autumn,No Holiday,Yes,October,8
10,0.5,1839,2.8,1.48,0.0,0.0,Autumn,No Holiday,Yes,October,8
11,1.3,1873,3.7,2.06,0.0,0.0,Autumn,No Holiday,Yes,October,8
12,0.5,1994,1.6,2.325,0.0,0.0,Autumn,No Holiday,Yes,October,8
13,1.3,2000,1.0,2.25,0.0,0.0,Autumn,No Holiday,Yes,October,8
14,1.5,2000,-1.0,1.8,0.0,0.0,Autumn,No Holiday,Yes,October,8
15,1.2,2000,0.4,1.76,0.0,0.0,Autumn,No Holiday,Yes,October,8
16,1.8,2000,-0.3,1.15,0.0,0.0,Autumn,No Holiday,Yes,October,8
17,0.7,2000,0.9,0.79,0.0,0.0,Autumn,No Holiday,Yes,October,8
18,1.0,2000,3.9,0.21,0.0,0.0,Autumn,No Holiday,Yes,October,8
19,1.8,2000,3.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
20,2.2,2000,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
21,2.6,2000,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
22,1.1,2000,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
23,0.5,2000,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,8
0,0.2,2000,3.5,0.0,0.0,0.0,Autumn,Holiday,No,October,9
1,0.7,2000,3.9,0.0,0.0,0.0,Autumn,Holiday,No,October,9
2,1.1,2000,5.0,0.0,0.0,0.0,Autumn,Holiday,No,October,9
3,0.9,2000,4.8,0.0,0.0,0.0,Autumn,Holiday,No,October,9
4,0.8,2000,4.2,0.0,0.0,0.0,Autumn,Holiday,No,October,9
5,0.8,2000,4.2,0.0,0.0,0.0,Autumn,Holiday,No,October,9
6,0.8,2000,5.3,0.0,0.0,0.0,Autumn,Holiday,No,October,9
7,0.7,2000,5.6,0.0,0.0,0.0,Autumn,Holiday,No,October,9
8,0.8,1991,5.2,0.18,0.0,0.0,Autumn,Holiday,No,October,9
9,1.2,1838,4.4,0.55,0.0,0.0,Autumn,Holiday,No,October,9
10,1.0,1998,4.7,1.07,0.0,0.0,Autumn,Holiday,No,October,9
11,0.7,2000,4.4,1.22,0.0,0.0,Autumn,Holiday,No,October,9
12,0.6,1995,4.4,1.82,0.0,0.0,Autumn,Holiday,No,October,9
13,1.0,2000,4.8,1.66,0.0,0.0,Autumn,Holiday,No,October,9
14,1.6,2000,4.5,0.67,0.0,0.0,Autumn,Holiday,No,October,9
15,1.2,2000,4.4,0.33,0.0,0.0,Autumn,Holiday,No,October,9
16,1.4,2000,4.7,0.89,0.0,0.0,Autumn,Holiday,No,October,9
17,2.1,2000,4.1,0.45,0.0,0.0,Autumn,Holiday,No,October,9
18,1.5,2000,4.9,0.05,0.0,0.0,Autumn,Holiday,No,October,9
19,2.2,2000,5.8,0.0,0.0,0.0,Autumn,Holiday,No,October,9
20,1.4,2000,6.1,0.0,0.0,0.0,Autumn,Holiday,No,October,9
21,1.6,2000,6.8,0.0,0.0,0.0,Autumn,Holiday,No,October,9
22,1.9,2000,7.6,0.0,0.0,0.0,Autumn,Holiday,No,October,9
23,1.1,2000,6.9,0.0,0.0,0.0,Autumn,Holiday,No,October,9
0,0.9,2000,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
1,1.5,2000,8.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
2,0.4,402,12.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
3,1.0,967,13.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
4,2.0,714,13.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
5,2.7,990,11.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
6,1.9,1430,10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
7,3.2,1220,9.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
8,3.7,1518,8.4,0.16,0.0,0.0,Autumn,No Holiday,Yes,October,10
9,3.3,1650,7.0,0.68,0.0,0.0,Autumn,No Holiday,Yes,October,10
10,4.1,1981,4.6,0.86,0.0,0.0,Autumn,No Holiday,Yes,October,10
11,3.3,1999,2.5,1.61,0.0,0.0,Autumn,No Holiday,Yes,October,10
12,3.4,1980,1.3,1.65,0.0,0.0,Autumn,No Holiday,Yes,October,10
13,3.6,1995,1.8,1.86,0.0,0.0,Autumn,No Holiday,Yes,October,10
14,2.8,2000,1.5,1.13,0.0,0.0,Autumn,No Holiday,Yes,October,10
15,3.9,2000,1.6,0.83,0.0,0.0,Autumn,No Holiday,Yes,October,10
16,3.7,2000,1.4,0.74,0.0,0.0,Autumn,No Holiday,Yes,October,10
17,3.1,2000,1.4,0.62,0.0,0.0,Autumn,No Holiday,Yes,October,10
18,3.1,2000,0.5,0.16,0.0,0.0,Autumn,No Holiday,Yes,October,10
19,1.1,2000,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
20,2.0,2000,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
21,1.2,2000,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
22,0.9,2000,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
23,0.6,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,10
0,0.9,2000,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,11
1,0.1,2000,-0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,11
2,0.9,2000,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,11
3,1.0,2000,1.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,11
4,0.9,2000,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,11
5,1.1,2000,2.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,11
6,1.6,2000,0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,October,11
7,1.0,2000,0.1,0.01,0.0,0.0,Autumn,No Holiday,Yes,October,11
8,3.1,1971,-1.1,0.44,0.0,0.0,Autumn,No Holiday,Yes,October,11
9,2.6,2000,-1.7,1.17,0.0,0.0,Autumn,No Holiday,Yes,October,11
10,2.3,1986,-1.5,1.8,0.0,0.0,Autumn,No Holiday,Yes,October,11
11,4.3,2000,-2.9,2.28,0.0,0.0,Autumn,No Holiday,Yes,October,11
